epoch,train_loss,train_acc,val_loss,val_acc,lr
1,1.9755387436410177,27.853221612250795,1.75158896272692,40.61196105702364,0.0009755282581475768
2,1.8080785611363994,35.98381970528749,1.6723975260941917,44.552619378766806,0.0009045084971874736
3,1.7695937433948203,39.144755850910144,1.654591969444512,45.016226240148356,0.0007938926261462367
4,1.7348054165924192,40.768563998844265,1.611189366768619,45.016226240148356,0.0006545084971874737
1,1.7965507087663433,36.99508812481942,1.6744320151095153,41.21464997681966,0.009755282581475769
2,1.642137093152727,44.14908985842242,1.5586611052934471,46.917014371812705,0.009045084971874737
1,1.732650263458964,39.85553308292401,1.6035829434308622,44.181733889661565,0.0009755282581475768
2,1.6073974148381895,45.87113550996822,1.5592202372610653,48.30783495595735,0.0009045084971874736
3,1.550695515464269,47.78965616873736,1.5037872249128423,48.44691701437181,0.0007938926261462367
1,1.7434201442918433,39.43141107130475,1.6101013696260045,45.73283858998145,0.001
2,1.5875959161883846,46.573442736623136,1.5391075009538866,48.51576994434137,0.001
3,1.5277632032117994,48.99456835779498,1.5149554415624968,49.211502782931355,0.001
4,1.494691756892229,49.826649716861205,1.4916029627778755,49.76808905380334,0.001
5,1.4591159197301324,51.51392580607882,1.5028265915907824,49.30426716141002,0.001
